media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,desvio0,desvio1,desvio2,desvio3,desvio4,desvio5,desvio6,desvio7,desvio8,desvio9,desvio10,desvio11,desvio12,classe
5.373340,-2.439758,-0.514759,-1.988495,-0.548733,-0.936336,-0.413133,-1.213672,-0.248967,-0.397019,-0.328637,-0.126193,-0.487406,5.939982,2.112666,0.583713,1.599644,0.493508,0.636971,0.401586,0.826116,0.427226,0.354483,0.392631,0.497651,0.353051,street_music
6.242529,-1.583507,0.218349,-0.979041,-0.181140,-0.897596,-0.211493,-1.094692,-0.292015,-0.421413,-0.497324,-0.341567,-0.385064,6.702221,1.376514,0.808145,0.824603,0.475401,0.705816,0.425085,0.816467,0.399770,0.425755,0.388321,0.372079,0.358216,street_music
6.186731,-1.522080,0.407567,-1.090677,-0.186456,-0.893593,-0.308111,-1.147983,-0.334265,-0.528753,-0.590890,-0.351576,-0.437418,6.712662,1.256369,1.022433,0.842715,0.529399,0.660658,0.450351,0.830378,0.437597,0.490077,0.434920,0.391957,0.382749,street_music
4.203610,-0.123089,0.565335,-0.985212,0.640285,-0.480722,0.152396,-0.483267,-0.695282,-0.132014,0.379293,0.436672,0.325863,4.119780,0.858287,0.873481,1.471191,0.632943,1.003099,0.614052,1.004228,1.147878,0.658793,0.440740,0.523105,0.488461,street_music
4.964357,-1.723811,-0.783126,-2.357021,-0.210666,-0.451669,-0.318656,-0.763458,-1.371912,-0.002247,0.827247,1.327994,0.802925,4.311583,2.691239,1.731356,3.245177,1.139161,1.366856,1.280409,1.675274,2.244278,0.964330,0.594383,0.789763,0.574658,street_music
3.381886,-0.012200,0.941069,-0.911734,0.609919,-0.590529,0.258109,-0.305784,-0.464952,-0.123050,0.220660,-0.007210,-0.107828,3.808270,0.839564,1.342742,1.048330,0.877291,0.688669,0.587854,0.529282,0.625417,0.433375,0.561179,0.430818,0.430921,street_music
2.724961,-2.499326,0.547802,-2.512819,-0.563924,-0.543718,0.041614,-0.091216,0.534241,0.513390,0.759654,0.518721,-0.230318,3.264625,2.407490,1.159969,2.378030,0.753548,0.690637,0.969986,0.893511,1.016640,1.132432,1.603357,1.384979,0.637336,street_music
4.248686,-0.684917,1.243896,-1.422866,0.435703,-0.103999,0.210878,-0.063723,0.004712,0.497955,0.468394,0.398393,-0.021730,4.399653,0.988353,1.417459,1.656741,0.765826,0.585923,0.655492,0.568606,0.475761,0.826467,0.940998,0.703331,0.467209,street_music
4.649830,-0.218156,0.321064,-1.227389,0.517602,-0.527144,0.110252,-0.268866,-0.590691,0.007271,0.369709,0.380450,0.135746,4.705429,0.864436,0.885714,1.552227,0.706492,0.932435,0.636904,0.658185,0.893780,0.540899,0.480052,0.530444,0.502524,street_music
3.950010,-0.785716,1.477594,-0.402649,0.525935,-0.000533,0.940212,-0.087165,0.549030,0.105397,0.460664,-0.500227,-0.078875,4.334904,1.317173,1.696660,0.699266,0.788894,0.496924,1.114477,0.397899,0.766048,0.487767,0.682106,0.575911,0.389446,street_music
4.127518,-0.549693,1.522760,-0.295233,0.695559,0.128685,0.908850,-0.121649,0.583242,0.023575,0.322178,-0.466782,0.040852,4.329890,1.391043,1.660246,0.723460,0.804243,0.449518,0.976261,0.449359,0.698882,0.434477,0.497206,0.657924,0.370478,street_music
3.932316,-0.955979,1.211456,-0.358505,0.687571,0.140810,0.822836,-0.347955,0.423074,0.135512,0.574815,-0.051402,0.316437,4.057520,1.749236,1.275711,0.903119,0.603009,0.510139,0.652398,0.804749,0.428758,0.516845,0.530640,0.583342,0.485129,street_music
3.482066,-0.858823,1.237988,-0.399714,0.524376,0.132876,0.849265,-0.279675,0.438456,0.021494,0.365525,-0.116042,0.301509,3.795126,1.689677,1.329421,0.946197,0.568930,0.585468,0.713763,0.739790,0.464785,0.605377,0.495273,0.607053,0.447865,street_music
2.248607,-1.050042,0.977369,-0.252646,0.677853,-0.133616,0.582422,-0.461942,0.407739,-0.395343,0.165484,-0.530660,0.181192,2.996713,1.750310,1.283243,0.758811,0.696154,0.592854,0.598422,0.790093,0.431046,0.665918,0.370531,0.801068,0.367170,street_music
3.955446,-0.633530,2.130833,-0.240425,0.559547,0.238813,0.737641,-0.008884,0.512071,-0.032175,0.440662,0.044433,0.136995,4.170987,1.369702,2.222576,0.788131,0.656798,0.488750,0.728056,0.433304,0.579432,0.492811,0.505896,0.457122,0.436102,street_music
6.866926,1.127387,0.363248,-0.759079,0.059703,0.190447,0.882887,0.435399,0.281176,-0.351048,0.256153,-0.055594,0.401149,6.540599,1.150487,0.648481,1.283735,0.539664,0.461614,0.643612,0.420933,0.421896,0.826996,0.401259,0.610119,0.353321,street_music
6.756951,1.827079,0.756043,-0.085914,0.094376,0.417902,1.342117,0.509301,0.505863,-0.121517,0.314462,0.239528,0.576050,6.261352,1.586444,0.675396,0.813487,0.593605,0.467138,0.869210,0.373257,0.378438,0.793518,0.439854,0.482370,0.343627,street_music
6.710793,1.705593,0.669233,-0.240685,0.048199,0.331375,1.233439,0.276788,0.359058,-0.290462,0.211764,0.068767,0.433863,6.344741,1.570422,0.700009,0.799075,0.515615,0.426056,0.890148,0.447720,0.384224,0.804873,0.406559,0.536110,0.335143,street_music
7.513337,1.406711,0.431102,-0.290201,0.189405,0.535147,1.049648,0.553816,0.378463,-0.128934,0.151430,0.215641,0.368653,7.225743,1.471786,0.599881,0.809508,0.394061,0.457526,0.796477,0.454880,0.351926,0.611261,0.406283,0.380858,0.346399,street_music
7.357378,0.921056,-0.017818,-0.473123,-0.064216,0.104183,0.990441,0.164023,0.297159,-0.465778,-0.064350,0.174370,0.456103,6.973157,1.130979,0.787083,1.033301,0.652486,0.526814,0.671333,0.503897,0.400145,0.987800,0.651003,0.499957,0.387769,street_music
6.637386,1.331524,0.498475,-0.399443,0.109306,0.405940,1.275308,0.405381,0.451152,-0.187604,0.284556,0.024371,0.427051,6.303922,1.251037,0.658404,0.911283,0.464301,0.369840,0.937303,0.380435,0.368121,0.712824,0.421620,0.544224,0.361022,street_music
5.950051,-0.228024,-0.140048,1.443941,-0.038681,-0.096397,0.347488,0.257733,1.060789,0.879423,0.449874,0.067159,0.631762,5.484466,1.451772,1.397162,1.166717,1.078194,0.992397,0.815150,0.965531,0.680784,0.586544,0.607786,0.734689,0.578394,street_music
6.354589,0.164808,-0.513755,1.104883,-0.419578,-0.384403,0.527451,0.675619,1.104666,0.831622,0.444532,0.061114,0.624869,5.826600,1.417717,1.516752,0.895133,1.289397,1.252492,0.729879,0.648938,0.706366,0.560245,0.634051,0.713743,0.543617,street_music
6.683523,0.908402,0.282059,0.960455,-0.464077,-0.263867,-0.034009,0.180150,1.134657,0.521510,-0.013214,0.266222,0.693414,6.156898,1.273441,1.130883,0.859277,1.496966,1.169161,0.954523,0.780211,0.691275,0.432970,0.891880,0.657278,0.489977,street_music
7.732515,1.007182,-0.204879,0.690393,-0.797304,-0.695933,0.041181,0.481749,1.079559,0.359298,-0.119753,0.104147,0.608383,7.281945,1.137047,1.303627,0.782588,1.650023,1.509759,0.796754,0.673007,0.647360,0.514372,0.897327,0.693711,0.423749,street_music
6.781683,0.662199,-0.289908,0.627994,0.285168,0.180424,0.219017,0.563305,0.944485,0.323348,0.289234,-0.078704,0.260583,6.583173,0.622351,0.715890,0.614784,0.436162,0.409289,0.468314,0.523415,0.784257,0.399209,0.395395,0.519667,0.445217,street_music
7.421356,-0.638217,-0.906437,1.967810,0.252393,-0.794316,0.133154,0.811093,0.807931,0.303856,0.302714,-0.038547,0.176318,7.361831,1.682551,1.347307,2.003739,0.777195,1.184884,0.847012,0.897010,0.761249,0.513882,0.482858,0.451430,0.407043,street_music
3.983157,-1.998032,0.734060,-1.013021,-0.723332,0.004176,0.003999,-0.159710,-0.269872,0.371403,-0.409363,0.323007,-0.254277,4.351035,1.871378,1.350864,0.915166,0.703533,0.615409,0.509298,0.486248,0.529496,0.773116,0.445869,0.672070,0.380332,street_music
3.744047,-2.841048,0.683984,-0.796441,-0.742262,-0.218837,-0.299089,-0.375113,-0.779053,0.134324,-0.756520,0.101135,-0.620914,4.514020,2.359069,1.620903,0.729108,0.472580,0.655338,0.658011,0.621757,0.561430,0.891873,0.492983,0.858419,0.416590,street_music
3.505155,-2.594934,0.625470,-1.044783,-0.950880,-0.480867,-0.289435,-0.372431,-0.768629,0.220369,-0.555804,0.153721,-0.396204,4.114780,2.399796,1.417236,0.990115,0.758827,0.482117,0.549060,0.555795,0.639063,0.774419,0.461452,0.678358,0.388785,street_music
3.429795,-2.149550,0.660420,-1.043769,-1.006632,-0.308884,-0.223790,-0.295205,-0.905800,0.230232,-0.542658,0.125099,-0.452186,4.087764,1.850257,1.465999,0.942882,0.760521,0.548279,0.551182,0.489056,0.665823,0.823593,0.433957,0.737252,0.442509,street_music
3.702426,-2.245449,1.054071,-0.801715,-0.576824,-0.045311,0.090044,-0.301575,-0.664911,0.427845,-0.517084,0.186509,-0.410644,4.290463,2.030850,1.741689,0.766104,0.617208,0.650276,0.753541,0.591849,0.588656,0.976439,0.445471,0.757159,0.511485,street_music
4.003491,-2.264543,1.010496,-1.002594,-0.369416,-0.208232,0.256320,-0.434016,-0.486856,0.380876,-0.398269,0.121933,-0.352521,4.505502,2.094429,1.626903,0.895521,0.552761,0.582452,0.771419,0.603227,0.450455,0.872008,0.408443,0.624606,0.504449,street_music
4.178181,-1.747531,0.618498,-0.753388,-0.214685,-0.408179,0.068856,-0.453053,-0.315228,0.228822,-0.338237,0.105247,-0.372796,4.645493,1.589248,1.176855,0.706690,0.559636,0.447030,0.622478,0.519938,0.542869,0.718031,0.400054,0.615794,0.450748,street_music
7.729333,4.250132,-0.572368,-0.177461,-0.708377,-0.053783,0.489277,0.147057,-1.109791,-1.087840,-0.701952,-0.648517,-0.274044,8.110561,4.642032,0.977742,0.652071,0.697680,0.555692,0.905884,0.659196,0.962266,0.913498,0.584452,0.550604,0.364631,street_music
6.830287,2.871972,-1.554524,-0.704089,-1.492308,-0.411145,0.815217,0.824522,-0.398470,-0.656286,-0.706109,-0.798374,-0.431126,7.367048,3.451681,1.597550,0.851338,1.320636,0.665500,1.384095,1.373432,0.615640,0.628596,0.556266,0.657452,0.549471,street_music
7.502097,3.803108,-1.571841,-0.844723,-1.550777,-0.420848,0.447893,0.397746,-0.659584,-0.735869,-0.430879,-0.550564,-0.441671,8.023715,4.365129,1.406525,0.973627,1.305128,0.665981,1.053799,0.947952,0.568069,0.646870,0.560688,0.517549,0.526746,street_music
7.130851,3.278975,-2.232912,-1.768829,-2.094936,-0.566738,0.409349,0.649898,-0.340359,-0.428660,-0.380715,-0.273671,-0.325658,7.571739,3.766442,2.067336,1.715053,1.850279,0.556045,0.968994,1.101398,0.593456,0.559727,0.450272,0.498710,0.418836,street_music
8.068731,3.672623,-1.184303,-0.405637,-1.255415,-0.480924,0.424371,0.443795,-0.842329,-0.939586,-0.527322,-0.465752,-0.275725,8.416276,4.121923,1.246082,0.651822,1.163641,0.622191,0.891415,0.901486,0.709349,0.780417,0.524447,0.453352,0.377545,street_music
7.990475,3.117231,-2.085679,-0.863694,-1.542690,-0.477100,0.481356,0.443972,-0.768070,-0.706214,-0.328832,-0.448707,-0.494973,8.564108,3.780251,1.866906,0.890537,1.227745,0.674474,1.198811,1.101580,0.522472,0.524822,0.491019,0.522790,0.456795,street_music
7.225051,3.180826,-1.693506,-1.107827,-1.753967,-0.792275,0.533509,0.814113,-0.420858,-0.695202,-0.557084,-0.387623,-0.311576,7.632315,3.625582,1.635478,1.128308,1.665898,0.845697,1.129268,1.245435,0.524505,0.676800,0.556419,0.622407,0.583421,street_music
5.154039,0.804131,0.753012,0.071821,1.050702,0.133183,0.057904,0.022210,-0.068711,0.300143,0.201964,0.086291,-0.195509,5.446332,1.260697,1.203949,0.517462,1.378959,0.529318,0.482619,0.477587,0.438733,0.723984,0.572213,0.495031,0.382833,street_music
6.175475,0.295688,0.617573,0.522121,1.390857,0.011846,0.243487,0.327952,0.169176,0.591295,0.250111,0.202723,-0.178221,6.427766,0.798029,0.929182,0.837910,1.655698,0.447467,0.589009,0.638155,0.518165,0.867827,0.544876,0.519271,0.321088,street_music
7.398703,0.568617,-0.188383,0.140863,1.296313,0.770638,0.647955,0.673325,0.149649,0.426186,0.104396,0.247813,-0.085605,7.571227,0.912716,0.522350,0.586374,1.499496,1.024746,0.867055,0.884506,0.492412,0.648179,0.491308,0.507511,0.330451,street_music
6.841900,0.721624,0.810685,0.612338,1.262709,0.209290,0.117363,0.236527,-0.146455,0.563906,0.330937,0.268982,-0.046614,6.978600,1.100242,1.019455,0.863351,1.457414,0.513283,0.483539,0.539043,0.452245,0.753241,0.521724,0.488490,0.360870,street_music
5.911632,0.429031,0.799733,0.161893,1.252316,0.136465,0.208041,0.243556,-0.057956,0.355354,0.143686,0.151192,-0.078787,6.134166,0.845752,1.021102,0.563140,1.403675,0.453792,0.496973,0.486930,0.429815,0.576784,0.410601,0.396115,0.327535,street_music
6.995057,0.441349,0.143125,0.531970,1.339025,0.426213,0.257605,0.465857,-0.010763,0.514643,0.262514,0.113846,-0.271280,7.321560,0.919801,0.641932,0.934883,1.676603,0.827568,0.633835,0.826507,0.493269,0.871110,0.641736,0.527144,0.376714,street_music
0.899543,-1.178997,0.665177,-2.534218,1.863982,-1.753716,0.848526,-1.160188,0.143262,-0.719801,0.339469,-0.467541,0.149239,1.389113,1.871887,0.899058,2.779843,1.862347,1.990987,0.899353,1.395551,0.495231,1.042145,0.553671,0.739505,0.441799,street_music
1.234374,-1.538518,0.330152,-2.621817,1.824429,-1.463506,0.880389,-0.905286,0.227411,-0.751177,0.370574,-0.433474,0.066527,1.737704,2.063914,0.674312,2.789893,1.961739,1.638795,1.025818,1.111778,0.522645,0.984979,0.618640,0.670755,0.481193,street_music
1.105806,-1.032450,0.438393,-2.723534,1.708595,-1.584040,0.848141,-0.858304,0.316092,-0.693212,0.359484,-0.464705,-0.008107,1.626654,1.612184,0.722479,2.797655,1.901304,1.701728,1.029113,1.005685,0.629783,0.811579,0.612123,0.619250,0.448491,street_music
5.839049,-1.249176,0.292445,-0.339464,-0.063097,-0.405037,-0.544851,-0.337417,-0.694471,0.141637,0.251211,0.323044,0.114096,5.787918,1.558041,0.563030,0.687608,0.562024,0.698178,0.794042,0.680550,0.908363,0.452877,0.557676,0.463076,0.414579,street_music
6.086605,-1.225711,0.070887,-0.722157,-0.170717,-0.287792,-0.078146,0.081137,-0.574569,0.228500,0.178923,0.033171,-0.200923,6.384830,1.280717,0.650433,0.757535,0.510373,0.439440,0.623246,0.569107,0.580192,0.635518,0.554119,0.448581,0.424257,street_music
5.445740,-0.937599,0.433920,-0.733470,0.055511,-0.217425,-0.073468,-0.031402,-0.524384,0.052932,0.086945,0.094907,-0.088159,5.662589,1.154769,0.788241,0.852382,0.538914,0.449675,0.642589,0.548585,0.580968,0.457778,0.441357,0.430517,0.420165,street_music
4.686861,-0.052747,0.805573,-0.994824,0.203427,-0.555037,-0.268682,-0.005881,-0.533531,0.126481,0.094707,0.062377,-0.010123,4.826225,0.860955,0.987720,1.130679,0.527798,0.711944,0.481575,0.401924,0.684157,0.382002,0.373141,0.374367,0.362815,street_music
5.655877,-0.884071,0.250639,-0.865795,-0.028787,-0.416335,-0.093667,-0.047995,-0.674117,0.096320,0.026894,-0.071276,-0.124823,5.877279,1.223272,0.740816,0.941645,0.538485,0.617095,0.434128,0.441091,0.688676,0.417049,0.356359,0.349430,0.366922,street_music
5.924701,-1.296255,0.326263,-0.820509,-0.301760,-0.386501,-0.163546,-0.052200,-0.654876,0.207648,0.099763,-0.012128,-0.192363,6.197008,1.350735,0.759599,0.838317,0.529116,0.488383,0.508086,0.445523,0.646344,0.562098,0.459938,0.434086,0.407689,street_music
5.809750,-1.584473,1.729877,-1.711437,1.469352,-1.265254,0.302053,-0.535508,0.050570,-0.178388,0.153688,0.070858,0.045031,5.887732,1.902056,1.888066,1.920053,1.575183,1.504883,0.681103,0.801193,0.553498,0.548676,0.466328,0.436905,0.393098,street_music
7.383577,-2.474104,1.235294,-1.283030,1.135056,-0.766787,0.097307,-0.488343,-0.272120,-0.050007,0.333466,0.135896,0.111060,7.359029,2.737991,1.345691,1.563548,1.210554,1.050710,0.566457,0.829139,0.572974,0.414058,0.518429,0.427470,0.424190,street_music
6.257142,-1.799929,1.648948,-1.808811,1.544691,-1.032629,0.303826,-0.804543,0.211085,-0.071998,0.336826,0.029453,0.257404,6.105764,2.262429,1.599862,2.168758,1.441515,1.450740,0.553784,1.177596,0.463369,0.591521,0.399578,0.479686,0.383775,street_music
5.813271,-1.524067,1.374626,-1.852793,1.684053,-1.095994,0.423149,-0.821032,0.290213,-0.119777,0.398983,0.008078,0.260718,5.680801,1.991390,1.338051,2.230574,1.554222,1.518366,0.626640,1.178511,0.509062,0.594157,0.408719,0.481042,0.386748,street_music
5.405978,-1.611659,1.442992,-1.979417,1.674020,-1.274401,0.595091,-0.749418,0.335510,-0.153697,0.519639,0.007504,0.234613,5.305318,2.143177,1.418704,2.318807,1.605571,1.636020,0.630604,1.099454,0.522034,0.571722,0.525012,0.504671,0.404238,street_music
6.539787,-2.224557,1.162210,-1.711266,1.372057,-0.760373,0.259376,-0.872057,-0.118710,-0.133794,0.241396,0.080876,0.438454,6.216977,2.774854,1.027652,2.265810,1.119322,1.347920,0.582477,1.416913,0.753949,0.712423,0.481247,0.572250,0.417846,street_music
8.423685,-1.803693,1.072005,-0.651879,0.711732,-0.384506,0.671470,-0.248165,0.168953,0.215366,0.078791,0.116324,-0.165513,8.694308,1.882822,1.445403,0.905545,1.082948,0.619793,0.986062,0.493841,0.544353,0.545790,0.446662,0.458397,0.346231,street_music
8.568076,-2.678423,1.062504,-0.830223,0.602310,-0.176911,0.690702,-0.058691,0.049680,0.309313,0.014419,0.266700,-0.286729,8.973058,2.660289,1.607096,0.894587,1.080949,0.634656,1.131070,0.537913,0.563491,0.721700,0.510594,0.650038,0.336823,street_music
7.949097,-2.981954,0.998751,-1.078040,0.859427,-0.673676,0.805210,-0.581948,0.211700,0.011260,-0.033060,-0.058083,-0.295130,8.330883,2.846187,1.505317,1.037963,1.332176,0.660468,1.237169,0.532283,0.659894,0.486321,0.447779,0.383640,0.285380,street_music
7.933728,-2.689009,1.175218,-1.190925,0.935260,-0.544990,0.900851,-0.558262,0.209260,0.071833,0.047983,-0.060806,-0.257349,8.279648,2.585675,1.650550,1.180108,1.365522,0.686617,1.270185,0.563392,0.626097,0.492188,0.480614,0.381429,0.319477,street_music
7.449881,-2.626900,1.351896,-1.180551,1.124090,-0.938624,0.813018,-0.549438,0.189883,0.012947,0.076838,-0.012202,-0.104846,7.712792,2.678342,1.678993,1.414418,1.466938,1.103374,1.107217,0.686564,0.555959,0.411984,0.413001,0.356837,0.331524,street_music
8.335360,-2.516233,0.767847,-0.823999,0.575103,-0.704970,0.885765,-0.252915,0.138438,0.150039,0.115342,0.219244,-0.192053,8.639961,2.509820,1.258459,0.955441,1.075053,0.807128,1.214911,0.502597,0.563605,0.514546,0.514773,0.557739,0.353361,street_music
4.578204,0.208808,-0.483837,-0.449328,-1.338225,-1.111533,-1.152999,-0.711957,-1.173670,-0.960346,-0.448884,-0.522375,-0.586037,5.291493,1.169498,0.765992,0.524368,0.923441,0.757098,0.723611,0.489696,0.749324,0.520998,0.414823,0.387748,0.400738,street_music
4.864861,-0.312435,-0.821466,-0.546229,-1.460927,-1.508679,-1.153840,-0.750557,-0.967200,-0.792608,-0.659958,-0.744031,-0.711454,5.699629,0.874596,0.550200,0.620460,0.938539,0.919247,0.660798,0.415358,0.476864,0.452606,0.394721,0.350413,0.455825,street_music
5.951779,-0.216816,-0.155460,-0.322406,-1.446660,-1.430567,-1.242640,-0.791562,-0.724353,-0.802432,-0.583206,-0.592706,-0.741823,6.959940,0.997850,1.020643,0.826874,0.870515,0.863431,0.717479,0.445734,0.477542,0.502380,0.465133,0.436036,0.326153,street_music
5.192725,0.115425,0.217406,-0.909574,-1.126792,-1.117858,-1.350272,-0.690540,-0.871755,-1.321133,-0.926726,-0.642615,-0.824759,6.160749,1.297445,1.301128,0.889333,0.618869,0.648107,0.700268,0.441736,0.410134,0.625477,0.472007,0.414597,0.390604,street_music
5.386251,0.122383,0.615322,-1.218793,-1.261207,-1.149045,-1.229774,-0.937439,-0.919103,-1.191354,-0.917984,-0.651897,-0.902313,6.437322,1.371600,1.676085,0.739952,0.669952,0.639711,0.658870,0.559023,0.511705,0.515261,0.473269,0.483172,0.381211,street_music
6.088794,0.110876,0.204769,-0.657381,-1.260648,-1.346175,-1.253121,-0.922482,-0.947236,-1.075727,-0.838131,-0.799883,-0.634370,6.933101,1.267418,1.155127,0.599277,0.850640,0.956712,0.882134,0.582891,0.581248,0.609366,0.464286,0.517508,0.426467,street_music
2.450038,0.150850,2.134919,0.490464,0.969284,0.455283,0.232491,-0.057637,-0.146804,0.268458,0.739957,-0.594586,0.478847,3.626872,1.599025,1.823212,0.602240,0.691834,0.494979,0.506701,0.794370,0.768094,0.463653,0.501298,1.207840,0.446374,street_music
4.379201,-1.633149,2.349013,0.373950,1.509327,0.897757,0.347451,-0.649954,0.345642,0.753536,0.528582,-0.514745,-0.224603,4.684329,1.524541,2.634254,0.793423,1.800086,1.233008,0.708237,0.607422,0.716342,1.075741,0.849650,0.519826,0.494770,street_music
4.420375,-1.531337,2.271742,0.394521,1.396998,0.741597,0.378573,-0.552105,0.232024,0.664887,0.605832,-0.558811,-0.133725,4.655377,1.554683,2.468416,0.761724,1.592328,1.002976,0.658275,0.664829,0.562310,0.899047,0.819674,0.572306,0.451083,street_music
3.498020,-2.674509,2.262623,0.038511,1.762208,0.942423,0.822154,-0.717444,0.196105,0.955704,0.753905,-0.529202,-0.168830,3.731250,2.571719,2.481313,0.571854,1.987234,1.182119,1.090563,0.718372,0.591125,1.203070,1.008459,0.552265,0.418072,street_music
4.090765,-1.848970,1.861963,-0.000042,1.345096,1.043188,0.582219,-0.544543,0.254986,0.314793,0.523836,-0.883100,-0.261553,4.478940,1.703968,2.201212,0.557154,1.674796,1.374919,0.936323,0.503494,0.652707,0.700243,0.902879,0.721048,0.438710,street_music
3.844956,-0.916524,2.165980,0.100114,1.678111,1.105962,0.664087,-0.202222,0.540784,0.609725,0.915262,-0.653088,-0.192917,4.112695,0.885103,2.411533,0.537965,1.922408,1.372402,0.954143,0.519598,0.877054,0.944165,1.178508,0.603994,0.368839,street_music
7.457819,0.003372,1.077244,0.745453,-0.671041,-1.118171,-0.991475,-0.385930,-0.378915,-0.354975,-0.202793,0.057297,-0.324685,7.855079,1.218386,1.540355,1.258377,0.768038,0.964503,0.890036,0.486030,0.485131,0.538549,0.534008,0.706584,0.469349,street_music
7.256321,0.142047,0.932057,0.590501,-0.801390,-0.989678,-0.733517,-0.342586,-0.319973,-0.581619,-0.482758,-0.275083,-0.402938,7.806378,1.064302,1.433485,1.155922,0.640002,0.912907,0.715630,0.498083,0.396019,0.483569,0.379298,0.434371,0.424323,street_music
7.374571,0.882834,1.320278,0.486502,-0.700487,-0.522394,-0.753537,-0.536000,-0.693337,-0.615176,-0.185293,-0.029779,-0.226456,7.662611,1.244347,1.645361,0.851450,0.640476,0.490445,0.718603,0.578774,0.597431,0.581318,0.408241,0.417909,0.400926,street_music
7.941423,0.132506,0.624472,0.377630,-0.749647,-1.375868,-1.709909,-0.887300,-0.343126,-0.491207,-0.682530,-0.154433,-0.132828,8.240988,1.415840,1.138543,0.854250,0.918130,1.369834,1.724745,0.881463,0.562484,0.592389,0.772664,0.512584,0.562488,street_music
6.527700,0.291019,0.743016,-0.334275,-0.738580,-0.573913,-1.420731,-0.626431,-0.098499,-1.457367,-0.496344,-0.220931,-0.519155,7.167737,1.315280,1.340158,0.722791,0.807135,0.584537,1.097020,0.723183,0.679000,1.045074,0.447972,0.536589,0.454393,street_music
6.478850,0.838229,0.593390,-0.805798,-1.069192,-0.568448,-1.376611,-0.867941,-0.259614,-1.436505,-0.622416,-0.237692,-0.361432,7.032134,1.479123,1.090398,0.908553,0.914520,0.552584,1.186856,0.765942,0.577993,1.233098,0.506081,0.509704,0.454096,street_music
4.372058,1.636194,-0.530871,-0.745107,-0.887038,-1.889433,-0.183377,-0.257557,-0.362889,-0.724712,-0.230859,-0.326926,-0.365512,4.913242,2.147311,0.692504,0.911327,0.932635,1.660850,0.559589,0.384632,0.427492,0.598879,0.447932,0.401770,0.355650,street_music
4.398812,1.097739,-0.902285,-0.091968,-0.547595,-1.895505,-0.353997,-0.160872,-0.260963,-0.949879,-0.529267,-0.510074,-0.293753,4.835751,1.630817,0.859973,0.931187,0.757362,1.721777,0.631836,0.559063,0.419102,0.831391,0.584581,0.450170,0.355488,street_music
3.793862,1.699851,-0.498414,-0.852380,-0.507447,-1.279862,0.150432,-0.326955,-0.310201,-0.770747,-0.175459,-0.465806,-0.390469,4.440417,2.262485,0.824357,0.908968,0.761269,1.019628,0.701078,0.653285,0.451363,0.601877,0.547956,0.430581,0.324548,street_music
4.154335,1.732361,-0.501241,-0.748201,-0.410498,-1.217816,0.181021,-0.367712,-0.504562,-1.026373,-0.366211,-0.523589,-0.495963,4.900940,2.391499,0.882830,0.853695,0.645678,0.871375,0.848107,0.620933,0.445767,0.682964,0.499579,0.438087,0.326673,street_music
4.236446,1.490729,-0.823073,-0.911945,-0.562552,-1.147040,0.212182,-0.186396,-0.393612,-0.864714,-0.179190,-0.310315,-0.274919,4.747903,1.906043,0.910556,0.970122,0.687508,1.029404,0.721020,0.484139,0.510317,0.790569,0.513346,0.456674,0.477129,street_music
3.700407,1.585738,-0.503708,-0.497113,-0.490459,-1.341426,-0.052342,-0.363635,-0.400886,-0.790621,-0.022052,-0.281585,-0.291017,4.140015,2.000268,0.605143,0.777088,0.574915,1.198565,0.631778,0.476467,0.425199,0.653088,0.494931,0.429874,0.469889,street_music
2.898198,-0.175538,-0.509750,-1.569895,0.006811,-0.128834,0.329808,-0.277837,-0.644856,-0.489930,0.111826,-1.346597,-0.827592,4.103941,1.254247,1.063242,1.040757,1.063134,0.867138,1.294228,0.806713,0.514808,0.581779,1.018244,0.655148,0.454796,street_music
3.290324,0.142182,0.066889,-1.530027,-0.127239,-0.236241,0.415060,-0.191053,-0.637670,-0.343213,0.147131,-1.107848,-0.528922,4.360623,1.248920,1.477475,1.463194,1.095103,0.651886,1.200861,0.890150,0.599537,0.513366,0.897720,0.826057,0.517466,street_music
3.664592,0.806349,0.083671,-1.170040,0.122312,-0.114683,-0.082288,-0.405642,-0.860993,-0.478147,-0.133016,-1.329417,-0.963536,5.083788,2.130143,1.663104,0.862424,1.341089,0.987096,1.069711,0.761459,0.482679,0.647066,0.938540,0.621881,0.437719,street_music
4.607830,2.688799,0.392532,0.131702,-0.027764,-0.132527,-0.523399,-0.672901,-0.866010,-0.192324,-0.375010,-0.365814,-0.812586,5.588915,3.598539,1.482517,1.110091,1.129774,0.778114,0.567336,0.543469,0.367901,0.745143,0.583467,0.646099,0.415882,street_music
4.897164,2.125127,1.631371,-0.473733,-0.811488,-0.153910,-1.227547,-1.096960,-0.822430,0.005045,-0.505179,-0.652165,-0.866157,5.945334,3.123278,2.789260,0.670788,0.460483,0.878655,0.743679,0.556057,0.626936,1.022801,0.743402,0.564370,0.401111,street_music
4.326127,1.384163,1.148676,-0.435496,-0.360806,0.073622,-0.243933,-0.213111,-0.875167,0.149620,-0.523216,-0.613997,-1.051371,5.852679,2.695143,2.939826,1.127345,0.938124,1.261016,1.100606,1.130032,0.697864,1.312170,0.743638,0.609514,0.429074,street_music
